policy,workload_id,execution_order,rank_used,execution_start_seconds,completion_seconds,jct_seconds,calibration_scale,evidence_status,assumed_job_time_factor
kubernetes-default,heavy-196-544df2c8,197,0.493044442,167.617987,1104.118233,1104.118233,0.854757711,optimistic-synthetic-what-if-not-measured,
kubernetes-default,heavy-197-b2d1e42f,198,0.55696635,168.472745,1193.419829,1193.419829,0.854757711,optimistic-synthetic-what-if-not-measured,
kubernetes-default,heavy-198-af7c3c86,199,0.546820298,169.327502,1254.529554,1254.529554,0.854757711,optimistic-synthetic-what-if-not-measured,
kubernetes-default,heavy-199-4494c14f,200,0.672398231,170.18226,802.911508,802.911508,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-127-6e85e449,1,1.0,0.0,2.58976,2.58976,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-100-28fff950,2,0.995875565,0.854758,3.550114,3.550114,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-141-f387dd24,3,0.991733703,1.709515,4.510914,4.510914,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-166-e044ca0c,4,0.986020209,2.564273,5.511951,5.511951,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-130-706fee78,5,0.97737602,3.419031,6.588022,6.588022,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-172-46ec5a13,6,0.977135542,4.273789,7.448936,7.448936,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-174-711a3a52,7,0.952371906,5.128546,9.041333,9.041333,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-104-47179202,8,0.950453264,5.983304,10.094488,10.094488,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-093-9b7261fa,9,0.948398308,6.838062,11.243444,11.243444,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-165-0f4342fa,10,0.947404216,7.692819,12.449872,12.449872,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-077-26d7cfc9,11,0.943217183,8.547577,13.88787,13.88787,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-158-1959c4fb,12,0.935980834,9.402335,15.486114,15.486114,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-048-bf8f5880,13,0.934692046,10.257093,16.904242,16.904242,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-115-0a7c27fd,14,0.932809961,11.11185,18.458783,18.458783,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-199-4494c14f,15,0.93072182,11.966608,20.151019,20.151019,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-033-10e0b8a8,16,0.929266004,12.821366,21.883341,21.883341,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-000-5835d092,17,0.927770191,13.676123,23.688774,23.688774,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-134-21dcbca1,18,0.927719345,14.530881,25.486668,25.486668,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-032-aba68153,19,0.926944997,15.385639,27.319531,27.319531,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-095-506191fc,20,0.925093593,16.240397,29.428181,29.428181,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-024-3bcedff7,21,0.921185932,17.095154,31.877496,31.877496,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-107-b44a1c3b,22,0.919298973,17.949912,34.310923,34.310923,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-041-79009bbb,23,0.913889489,18.80467,37.492202,37.492202,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-114-e461f442,24,0.913771971,19.659427,40.034638,40.034638,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-171-e2a91836,25,0.913026102,20.514185,42.810596,42.810596,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-020-3d1c896a,26,0.912672414,21.368943,45.687816,45.687816,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-091-8da8381a,27,0.905944329,22.2237,50.464629,50.464629,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-139-b13dafd9,28,0.899461596,23.078458,56.105874,56.105874,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-012-f6437e0f,29,0.895520348,23.933216,61.631875,61.631875,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-169-77b26720,30,0.89422298,24.787974,66.850155,66.850155,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-011-3175cc9d,31,0.893876036,25.642731,71.949412,71.949412,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-167-a6e15368,32,0.893419687,26.497489,77.832027,77.832027,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-094-a756609d,33,0.888680922,27.352247,87.536593,87.536593,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-120-6e73f800,34,0.888170855,28.207004,95.603026,95.603026,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-175-1c042de1,35,0.885816964,29.061762,106.676932,106.676932,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-040-0f14f5d2,36,0.883830983,29.91652,119.600292,119.600292,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-161-04630ea2,37,0.879367182,30.771278,140.529362,140.529362,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-044-6477f458,38,0.879047481,31.626035,157.11735,157.11735,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-185-7bd14a82,39,0.878908563,32.480793,176.793239,176.793239,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-025-1333b6f5,40,0.877418359,33.335551,200.619144,200.619144,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-066-0d6a0878,41,0.876625382,34.190308,220.896867,220.896867,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-192-72251142,42,0.870325736,35.045066,257.212431,257.212431,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-018-f64faa83,43,0.868297656,35.899824,279.67177,279.67177,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-101-b85ee59a,44,0.865602462,36.754582,302.910055,302.910055,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-138-7a1ed322,45,0.86524213,37.609339,318.385885,318.385885,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-060-0b6542b3,46,0.863211078,38.464097,338.39947,338.39947,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-112-89e36742,47,0.862114292,39.318855,354.80477,354.80477,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-152-4f125415,48,0.860914176,40.173612,370.71479,370.71479,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-028-e48c3cf5,49,0.85192775,41.02837,407.975502,407.975502,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-116-927f9a89,50,0.847435839,41.883128,431.897665,431.897665,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-042-6a3ada7a,51,0.84321098,42.737886,454.28289,454.28289,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-035-140648c1,52,0.838981647,43.592643,476.382506,476.382506,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-099-b2d5c0a9,53,0.831883315,44.447401,505.400398,505.400398,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-124-e14d9a9b,54,0.830889122,45.302159,517.630368,517.630368,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-177-94fca623,55,0.830487526,46.156916,527.977995,527.977995,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-081-7916c35c,56,0.830011279,47.011674,538.194344,538.194344,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-164-f0578732,57,0.830007607,47.866432,546.719517,546.719517,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-136-664d00e9,58,0.829676788,48.72119,555.619334,555.619334,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-193-354ea1c1,59,0.825541102,49.575947,573.519173,573.519173,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-092-60e427bf,60,0.823166912,50.430705,586.602259,586.602259,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-089-1c4c66ce,61,0.822786983,51.285463,594.680139,594.680139,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-113-2735b5df,62,0.821826343,52.14022,603.807857,603.807857,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-187-8326824d,63,0.814795884,52.994978,626.917736,626.917736,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-160-5abf716f,64,0.814576006,53.849736,633.617853,633.617853,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-151-e0e9bb33,65,0.814090211,54.704493,640.633039,640.633039,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-039-11fc45bc,66,0.813403834,55.559251,647.817827,647.817827,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-065-360e09f7,67,0.810605145,56.414009,659.538668,659.538668,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-009-35a75ca2,68,0.810250422,57.268767,665.626077,665.626077,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-170-eb524240,69,0.809921439,58.123524,671.407292,671.407292,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-029-c0897f86,70,0.803811825,58.978282,689.494474,689.494474,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-173-a74cbdae,71,0.803231815,59.83304,695.356458,695.356458,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-023-91faf260,72,0.802427554,60.687797,701.476464,701.476464,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-123-b4d644dd,73,0.799597783,61.542555,711.615773,711.615773,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-117-7b62a082,74,0.799016371,62.397313,716.964033,716.964033,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-022-eb6cad00,75,0.797672964,63.252071,723.695286,723.695286,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-179-f8574ef7,76,0.792925819,64.106828,737.065078,737.065078,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-076-b2c8f63b,77,0.79096865,64.961586,744.616366,744.616366,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-073-7734485a,78,0.790560844,65.816344,748.930708,748.930708,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-157-6c4bfe7a,79,0.785490792,66.671101,762.100586,762.100586,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-086-c9661d5b,80,0.779793725,67.525859,776.264518,776.264518,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-163-90f2ace5,81,0.779717071,68.380617,779.600212,779.600212,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-196-544df2c8,82,0.779674905,69.235375,782.741175,782.741175,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-191-c23ece8f,83,0.778244729,70.090132,788.30096,788.30096,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-006-2f8513b1,84,0.776488608,70.94489,794.297307,794.297307,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-103-61e25702,85,0.767917299,71.799648,812.283056,812.283056,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-021-aeb0c5db,86,0.764761717,72.654405,820.490417,820.490417,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-186-bb495590,87,0.764229883,73.509163,823.98273,823.98273,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-036-87faed15,88,0.763625502,74.363921,827.485107,827.485107,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-014-78a748d4,89,0.760718476,75.218679,834.756532,834.756532,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-013-54042f54,90,0.755319976,76.073436,846.005991,846.005991,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-082-92d9fc3a,91,0.752902151,76.928194,852.160024,852.160024,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-178-ffc70465,92,0.752475082,77.782952,854.961819,854.961819,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-133-888072a8,93,0.749598871,78.637709,861.612195,861.612195,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-128-09571942,94,0.748271289,79.492467,865.695761,865.695761,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-140-3d24e8f1,95,0.745935893,80.347225,871.227804,871.227804,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-190-6e8c97f1,96,0.741777805,81.201983,879.405829,879.405829,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-055-45dcbcdf,97,0.734208735,82.05674,892.52903,892.52903,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-059-31d6699d,98,0.732867999,82.911498,896.226421,896.226421,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-146-3597c702,99,0.731756656,83.766256,899.497742,899.497742,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-054-8d32225f,100,0.731277872,84.621013,901.778213,901.778213,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-015-54afe656,101,0.720782813,85.475771,918.094217,918.094217,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-007-aa7f1a53,102,0.718648499,86.330529,922.532824,922.532824,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-145-9b0b97ef,103,0.71795638,87.185286,924.903314,924.903314,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-084-c80db7b3,104,0.717139032,88.040044,927.390108,927.390108,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-026-f5c88db9,105,0.716548539,88.894802,929.522815,929.522815,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-096-46d2f7e6,106,0.713752421,89.74956,934.460523,934.460523,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-056-3ce5c058,107,0.713094055,90.604317,936.558779,936.558779,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-038-a342f66d,108,0.711404272,91.459075,939.895311,939.895311,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-121-de945472,109,0.711102298,92.313833,941.436642,941.436642,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-155-b2937f5b,110,0.701024059,93.16859,954.816378,954.816378,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-070-53ccd3f6,111,0.701003661,94.023348,955.925264,955.925264,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-083-3e740750,112,0.699024991,94.878106,959.295618,959.295618,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-132-1ef7fe99,113,0.698950107,95.732864,960.392897,960.392897,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-131-12d412a7,114,0.69626967,96.587621,964.424244,964.424244,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-184-ef61f337,115,0.687320769,97.442379,975.354978,975.354978,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-168-beb1f8b9,116,0.687163756,98.297137,976.446876,976.446876,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-197-b2d1e42f,117,0.686128733,99.151894,978.447042,978.447042,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-078-1496043e,118,0.684684368,100.006652,980.828284,980.828284,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-194-1d536a50,119,0.683122685,100.86141,983.271176,983.271176,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-052-f24dbad2,120,0.680620828,101.716168,986.611791,986.611791,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-043-f07651e1,121,0.68055576,102.570925,987.443095,987.443095,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-051-d32f68e1,122,0.676400476,103.425683,992.253172,992.253172,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-046-c30f5a41,123,0.674917584,104.280441,994.390414,994.390414,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-063-653e17ff,124,0.669413319,105.135198,1000.264976,1000.264976,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-047-6e5aa39a,125,0.66688058,105.989956,1003.267919,1003.267919,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-098-c87c5992,126,0.662425226,106.844714,1007.943858,1007.943858,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-087-4a3ffd66,127,0.655794861,107.699472,1014.457944,1014.457944,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-176-ad057015,128,0.655382515,108.554229,1015.419416,1015.419416,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-147-84a75dd3,129,0.650814985,109.408987,1019.893687,1019.893687,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-057-9abd5dfd,130,0.650654266,110.263745,1020.586242,1020.586242,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-079-718e54c7,131,0.644849329,111.118502,1025.872238,1025.872238,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-061-fecc2ff9,132,0.644649315,111.97326,1026.550418,1026.550418,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-017-7d08380e,133,0.644505156,112.828018,1027.162416,1027.162416,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-110-48e6e0d2,134,0.639870187,113.682776,1031.197485,1031.197485,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-129-2c4028d3,135,0.634008294,114.537533,1036.056776,1036.056776,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-188-a315eabd,136,0.627988019,115.392291,1040.918173,1040.918173,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-050-dd564045,137,0.627213705,116.247049,1041.901773,1041.901773,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-182-ea79edcc,138,0.626426704,117.101806,1042.866531,1042.866531,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-135-5b2d0009,139,0.622552528,117.956564,1045.915786,1045.915786,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-030-588cde7a,140,0.612872681,118.811322,1052.770749,1052.770749,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-067-d32a0622,141,0.611437631,119.666079,1054.075447,1054.075447,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-148-095f7a2e,142,0.60669102,120.520837,1057.4588,1057.4588,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-004-c84238c8,143,0.602715085,121.375595,1060.276631,1060.276631,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-058-bcacae46,144,0.602447665,122.230353,1060.770994,1060.770994,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-150-c111b543,145,0.596052703,123.08511,1064.872751,1064.872751,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-010-40a00ce2,146,0.592844472,123.939868,1067.029326,1067.029326,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-153-8e0e86e5,147,0.588248364,124.794626,1069.905334,1069.905334,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-005-452f0547,148,0.587962616,125.649383,1070.345276,1070.345276,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-137-09bab1e5,149,0.585481658,126.504141,1071.938447,1071.938447,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-156-6fd71d38,150,0.584141924,127.358899,1072.8923,1072.8923,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-045-088d4ef5,151,0.583177211,128.213657,1073.629501,1073.629501,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-159-b2ff5ba7,152,0.578154701,129.068414,1076.330004,1076.330004,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-085-e542191f,153,0.574398477,129.923172,1078.349049,1078.349049,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-034-f09bc37b,154,0.5643595,130.77793,1083.211532,1083.211532,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-001-1fbc6140,155,0.562502688,131.632687,1084.255474,1084.255474,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-108-bd59072b,156,0.554167249,132.487445,1088.087449,1088.087449,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-198-af7c3c86,157,0.552560329,133.342203,1088.958737,1088.958737,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-111-d5a4a305,158,0.546337035,134.196961,1091.690126,1091.690126,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-122-b87d5a7d,159,0.542980572,135.051718,1093.196601,1093.196601,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-183-b2188232,160,0.539392578,135.906476,1094.742411,1094.742411,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-053-1f5ea152,161,0.53516832,136.761234,1096.471555,1096.471555,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-019-783135b0,162,0.514359686,137.615991,1104.091395,1104.091395,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-037-2d84f43e,163,0.512973746,138.470749,1104.720124,1104.720124,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-074-ed176958,164,0.509978315,139.325507,1105.862643,1105.862643,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-105-e968bcda,165,0.504016265,140.180265,1107.918748,1107.918748,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-181-339c92f5,166,0.50020836,141.035022,1109.2294,1109.2294,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-002-80db849a,167,0.498659631,141.88978,1109.816517,1109.816517,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-088-4f8df952,168,0.490039379,142.744538,1112.41217,1112.41217,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-090-70d9c26f,169,0.487089219,143.599295,1113.339002,1113.339002,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-031-64edc186,170,0.471998653,144.454053,1117.449837,1117.449837,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-126-e37318f5,171,0.469396105,145.308811,1118.212271,1118.212271,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-143-0a513c6f,172,0.467214016,146.163569,1118.839227,1118.839227,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-003-fe05a828,173,0.462614069,147.018326,1120.000003,1120.000003,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-154-c82de92e,174,0.455536903,147.873084,1121.660486,1121.660486,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-189-166e85c5,175,0.434014517,148.727842,1126.306568,1126.306568,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-118-67312cd8,176,0.429340153,149.582599,1127.324337,1127.324337,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-072-bb1d3a18,177,0.387726926,150.437357,1135.384277,1135.384277,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-049-c04501be,178,0.376812142,151.292115,1137.44096,1137.44096,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-064-333342bd,179,0.372507658,152.146873,1138.24745,1138.24745,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-069-b79dca0b,180,0.359426877,153.00163,1140.437395,1140.437395,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-142-15d4fc05,181,0.355762965,153.856388,1141.056407,1141.056407,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-071-bcd564aa,182,0.336713724,154.711146,1143.858792,1143.858792,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-144-654bcf2d,183,0.332045736,155.565903,1144.539818,1144.539818,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-027-065e2ec3,184,0.316855113,156.420661,1146.507358,1146.507358,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-106-dfb5197d,185,0.304128555,157.275419,1148.049065,1148.049065,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-008-cd16187e,186,0.291300771,158.130176,1149.490058,1149.490058,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-162-676b9d7b,187,0.284677383,158.984934,1150.195909,1150.195909,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-075-b03aebc1,188,0.281504708,159.839692,1150.523312,1150.523312,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-109-dcd7ef90,189,0.27475362,160.69445,1151.126093,1151.126093,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-195-592c4a1a,190,0.248603276,161.549207,1153.157999,1153.157999,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-180-abb701a4,191,0.244845917,162.403965,1153.445962,1153.445962,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-102-5366e38e,192,0.235906798,163.258723,1154.017228,1154.017228,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-119-13395d0a,193,0.234864263,164.11348,1154.098813,1154.098813,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-149-33f7e4b5,194,0.233012526,164.968238,1154.209664,1154.209664,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-016-43d25037,195,0.203706566,165.822996,1155.383328,1155.383328,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-068-b48baf41,196,0.183362595,166.677754,1156.065819,1156.065819,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-097-4affd5bf,197,0.175698976,167.532511,1156.286102,1156.286102,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-062-43dd4de0,198,0.088260983,168.387269,1158.532055,1158.532055,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-125-9e01c224,199,0.051684722,169.242027,1159.475743,1159.475743,0.854757711,optimistic-synthetic-what-if-not-measured,
duration-only,heavy-080-a64424af,200,0.0,170.096784,1160.806171,1160.806171,0.854757711,optimistic-synthetic-what-if-not-measured,
kubeml-optimistic,heavy-127-6e85e449,1,1.0,0.0,2.495722,2.495722,,optimistic-synthetic-what-if-not-measured,0.963688657
kubeml-optimistic,heavy-100-28fff950,2,0.995875565,0.822969,3.418081,3.418081,,optimistic-synthetic-what-if-not-measured,0.962808874
kubeml-optimistic,heavy-141-f387dd24,3,0.991733703,1.644449,4.339223,4.339223,,optimistic-synthetic-what-if-not-measured,0.961938806
